card_name,total_games_analyzed,total_games_with_card,games_with_prelude,seen_count,drawn_count,played_count,win_rate_overall,elo_gain_overall,win_rate_when_seen,elo_gain_when_seen,win_rate_when_drawn,elo_gain_when_drawn,win_rate_when_bought_during_game,elo_gain_when_bought_during_game,win_rate_when_played,elo_gain_when_played,win_count_overall,win_count_when_seen,win_count_when_drawn,win_count_when_bought_during_game,win_count_when_played,avg_elo_overall,avg_elo_when_seen,avg_elo_when_drawn,avg_elo_when_bought_during_game,avg_elo_when_played,play_to_buy_during_game_rate,play_to_buy_overall_rate,play_to_draw_for_free_rate,play_per_option_rate,play_per_card_in_hand_rate,plays_when_bought_during_game,plays_when_bought_overall,plays_when_drawn_for_free,relative_win_rate_when_seen,relative_win_rate_when_drawn,relative_win_rate_when_bought_during_game,relative_win_rate_when_played,relative_elo_gain_when_seen,relative_elo_gain_when_drawn,relative_elo_gain_when_bought_during_game,relative_elo_gain_when_played,bayesian_win_rate_when_bought_during_game,bayesian_elo_gain_when_bought_during_game,original_win_rate_when_bought_during_game,original_elo_gain_when_bought_during_game,game_count_when_bought_during_game,bayesian_win_rate_when_played,bayesian_elo_gain_when_played,original_win_rate_when_played,original_elo_gain_when_played,game_count_when_played
Large Convoy,16707,6605,5370,6467,5357,4111,82.7403,1.8707,82.9442,1.9038,83.4236,1.9218,83.815,1.9104,82.669,1.8001,5465,5364,4469,2801,3402,584.633,584.2544,585.3939,581.4879,585.6388,0.7778,0.7816,0.723,0.6357,0.7674,2594,3174,937,40.28,49.87,61.16,36.47,36.73,38.53,39.63,27.64,83.815,1.9104,83.988,1.9328,3335,82.669,1.8001,82.7536,1.8129,4110
Lava Flows,16707,7004,5754,6811,4528,3650,81.5106,1.6208,81.5299,1.6313,82.1113,1.6771,81.4138,1.5323,82.2301,1.6915,5709,5553,3718,2099,3004,586.5711,586.1558,589.4594,587.5774,589.6712,0.8809,0.8913,0.5815,0.5359,0.8061,2270,2926,724,12.0,23.62,10.42,27.43,9.48,14.06,-0.45,16.35,81.4138,1.5323,81.4513,1.532,2576,82.2301,1.6915,82.3014,1.7,3649
Lava Tube Settlement,16707,5032,5032,4843,2002,1327,80.2862,1.2516,79.9091,1.1914,79.8202,1.3202,75.987,0.8077,78.0527,1.0847,4040,3870,1598,655,1030,607.4714,606.8567,599.3511,594.5737,595.3157,0.8286,0.8337,0.4804,0.274,0.6628,725,862,465,-20.42,-22.2,-121.46,-66.23,-34.51,-21.63,-89.54,-51.99,75.987,0.8077,74.8571,0.6411,875,78.0527,1.0847,77.6187,1.0166,1326
Lichen,16707,6958,5714,6858,4175,3618,80.4973,1.375,80.4899,1.3715,80.8862,1.3813,81.4897,1.5578,80.7454,1.3346,5601,5520,3377,1767,2921,586.5716,586.2666,585.5408,578.7988,583.5124,0.9312,0.9357,0.7283,0.5276,0.8666,2018,2605,1013,-8.8,-0.88,12.22,-3.9,-16.5,-15.52,2.33,-21.31,81.4897,1.5578,81.5413,1.5598,2167,80.7454,1.3346,80.7352,1.3234,3618
Lightning Harvest,16707,6179,5074,5991,2352,1681,80.3043,1.4837,80.3706,1.4937,82.3554,1.9613,80.7121,1.8134,82.1829,1.9832,4962,4815,1937,797,1384,583.7474,583.0976,573.375,564.8451,570.8923,0.8198,0.8267,0.6121,0.2806,0.7147,810,930,751,-11.19,28.51,-5.24,28.04,-4.28,42.48,33.29,49.98,80.7121,1.8134,80.668,1.8694,988,82.1829,1.9832,82.3319,2.0363,1681
Livestock,16707,6547,5377,6327,2988,2046,81.0906,1.5315,80.923,1.5189,81.7269,1.6098,81.9188,1.7572,80.9822,1.4592,5309,5120,2442,1352,1657,583.9123,582.9034,583.7282,579.2858,581.0357,0.7567,0.7529,0.5824,0.3234,0.6847,1247,1350,696,-0.14,15.94,22.17,1.14,-1.76,7.33,24.75,-8.49,81.9188,1.7572,82.0388,1.784,1648,80.9822,1.4592,80.9873,1.4516,2045
Local Heat Trapping,16707,6625,5405,6427,3488,2200,81.6755,1.5796,81.7022,1.5969,83.1709,1.8704,81.6319,1.6579,79.8692,1.378,5411,5251,2901,1732,1755,584.6158,583.9431,591.8053,588.2198,590.7377,0.6561,0.6595,0.579,0.3423,0.6307,1391,1478,722,15.44,44.82,15.36,-23.15,6.04,33.39,13.28,-17.29,81.6319,1.6579,81.6981,1.6693,2120,79.8692,1.378,79.7727,1.3636,2200
Lunar Beam,16707,7037,5776,6825,2651,1530,80.9294,1.5315,80.9377,1.5395,82.1577,1.6262,81.4681,1.6138,80.2231,1.2782,5695,5524,2178,696,1226,586.8522,586.1386,583.5926,573.9625,581.5392,0.8476,0.8817,0.252,0.2242,0.5771,723,1207,323,0.15,24.55,13.29,-15.99,0.3,8.97,9.54,-29.21,81.4681,1.6138,81.5944,1.6319,852,80.2231,1.2782,80.1307,1.2444,1530
Magnetic Field Dome,16707,6692,5468,6499,1638,782,80.4244,1.4707,80.3662,1.4635,84.0659,1.989,81.0262,1.5582,81.1466,1.483,5382,5223,1377,364,635,584.9676,584.3697,585.4762,586.4855,588.3184,0.7149,0.7105,0.3875,0.1203,0.4774,321,324,458,-11.28,62.72,2.78,5.44,-7.3,45.25,3.14,-6.72,81.0262,1.5582,81.069,1.5679,449,81.1466,1.483,81.202,1.4693,782
Magnetic Field Generators,16707,6405,5262,6207,1633,501,80.9212,1.469,81.0698,1.5065,84.0171,2.1317,81.182,1.7343,82.0057,1.8036,5183,5032,1372,378,413,587.3597,586.619,580.2878,559.8172,562.0499,0.5398,0.5391,0.2121,0.0807,0.3068,251,255,246,2.79,61.74,7.2,30.1,-3.0,59.52,28.29,37.37,81.182,1.7343,81.2903,1.8194,465,82.0057,1.8036,82.4351,1.9102,501
Mangrove,16707,7276,5965,7198,5603,4014,82.3392,1.7273,82.3423,1.7292,83.2054,1.7589,82.4295,1.5857,81.9141,1.5214,5991,5927,4662,3043,3290,586.3528,586.0264,593.3421,593.3761,593.7257,0.7232,0.7241,0.6929,0.5577,0.7164,2667,3053,961,28.24,45.51,31.61,20.66,19.27,22.24,5.19,-1.58,82.4295,1.5857,82.5108,1.5884,3688,81.9141,1.5214,81.9631,1.5207,4014
Mars University,16707,6410,5228,6229,5622,5494,83.1201,1.7661,83.3521,1.8146,84.027,1.8911,83.2166,1.6728,83.8226,1.8583,5328,5192,4724,3146,4611,583.8616,582.9213,584.5882,583.3852,584.5788,0.9772,0.9797,0.9669,0.882,0.9772,3689,4444,1050,48.44,61.94,48.15,59.96,27.81,35.46,14.35,33.35,83.2166,1.6728,83.3377,1.68,3775,83.8226,1.8583,83.9279,1.87,5494
Martian Rails,16707,6479,5323,6290,1479,469,80.568,1.5694,80.7313,1.6043,82.4882,1.6829,83.3356,2.1524,83.9851,2.253,5220,5078,1220,264,400,585.9035,585.193,580.2204,558.701,548.678,0.7299,0.7256,0.2005,0.0746,0.3171,227,238,231,-3.98,31.16,79.15,87.15,6.78,14.64,101.33,102.21,83.3356,2.1524,84.8875,2.5498,310,83.9851,2.253,85.2878,2.5586,469
Martian Survey,16707,5791,5791,5601,2368,1640,80.1934,1.1369,80.1643,1.1396,80.9544,1.2466,80.4904,1.2605,80.3185,1.1741,4644,4490,1917,800,1316,607.8164,607.5171,605.8661,608.2603,602.9085,0.8995,0.9087,0.3907,0.2928,0.6926,895,1254,386,-15.32,0.49,-10.56,-13.72,-39.69,-28.99,-33.15,-40.66,80.4904,1.2605,80.402,1.205,995,80.3185,1.1741,80.2439,1.1299,1640
Mass Converter,16707,6692,5494,6472,4865,4207,83.4728,1.932,83.5754,1.955,85.6321,2.2121,85.2366,2.1425,86.5863,2.3956,5586,5409,4166,2489,3654,585.6572,584.6278,585.5505,582.0244,584.111,0.8842,0.8804,0.8193,0.65,0.8647,2573,3172,1034,52.91,94.04,92.05,118.5,41.85,67.56,64.77,89.99,85.2366,2.1425,85.5326,2.1842,2910,86.5863,2.3956,86.8552,2.4364,4207
Media Archives,16707,6723,5486,6515,4148,2922,82.0765,1.6942,81.9954,1.6887,83.4137,1.9057,82.4587,1.6994,80.9692,1.6035,5518,5342,3460,2114,2366,582.9368,581.9836,586.8901,587.8172,584.9374,0.7102,0.7048,0.7036,0.4485,0.7044,1818,2013,909,21.31,49.67,32.96,0.84,15.22,36.92,17.56,7.16,82.4587,1.6994,82.5781,1.7121,2560,80.9692,1.6035,80.9719,1.6081,2922
Media Group,16707,7020,5734,6814,5573,5354,83.3333,1.9329,83.5045,1.9737,84.8556,2.1794,83.848,1.9446,84.9453,2.1846,5850,5690,4729,2938,4556,583.0896,582.138,582.6488,579.8376,583.0392,0.9783,0.982,0.8944,0.7857,0.9607,3421,4143,1211,51.49,78.51,61.7,83.3,43.72,64.29,43.15,67.23,83.848,1.9446,84.0149,1.968,3496,84.9453,2.1846,85.0953,2.2088,5353
Medical Lab,16707,6372,5257,6157,4373,3860,82.1563,1.712,82.1179,1.7064,83.421,1.9172,82.1284,1.8414,83.3709,1.9471,5235,5056,3648,2063,3223,585.7831,584.8832,584.4429,578.3798,582.865,0.9135,0.9102,0.8098,0.6269,0.8827,2292,2889,971,23.76,49.82,25.88,51.35,16.99,38.07,32.92,43.19,82.1284,1.8414,82.224,1.8657,2508,83.3709,1.9471,83.4974,1.9684,3860
Methane From Titan,16707,6424,5331,6282,3416,2481,81.3979,1.6157,81.455,1.6302,81.2646,1.5427,79.6077,1.3353,80.711,1.4205,5229,5117,2776,1287,2002,586.5621,585.8521,587.3864,582.0173,588.497,0.8642,0.86,0.5092,0.3949,0.7263,1400,1818,663,10.5,6.69,-29.71,-4.74,9.37,0.62,-22.6,-12.54,79.6077,1.3353,79.4444,1.3105,1620,80.711,1.4205,80.6933,1.4111,2480
Micro-Mills,16707,7082,5845,6871,1421,619,80.1469,1.4002,80.1048,1.3899,79.7326,1.1464,77.3181,0.9244,78.127,1.059,5676,5504,1133,142,478,586.9583,586.3446,577.9986,556.5337,568.1826,0.7202,0.7963,0.351,0.0901,0.4356,139,215,404,-16.51,-23.95,-147.1,-74.18,-14.66,-39.01,-124.63,-63.18,77.3181,0.9244,73.5751,0.2902,193,78.127,1.059,77.2213,0.9047,619
Mine,16707,6903,5665,6711,3714,3334,81.0083,1.5692,81.0609,1.5905,82.1486,1.7859,79.7553,1.4503,82.3956,1.8334,5592,5440,3051,1383,2750,585.2821,584.4056,584.7771,583.7571,583.4553,0.9764,0.9834,0.7162,0.4968,0.8977,1696,2481,853,2.62,24.37,-26.2,31.07,5.4,24.94,-9.61,31.47,79.7553,1.4503,79.62,1.4404,1737,82.3956,1.8334,82.4835,1.8512,3334
Mineral Deposit,16707,6999,5770,6815,4981,4555,81.7545,1.6778,81.7315,1.6668,82.4132,1.7884,81.8224,1.6751,82.3735,1.7836,5722,5570,4105,2427,3755,585.8976,585.222,586.2236,586.1815,586.3407,0.9207,0.9296,0.8712,0.6684,0.9145,2729,3432,1123,16.03,29.66,19.05,30.14,13.03,25.19,14.8,25.8,81.8224,1.6751,81.8826,1.6845,2963,82.3735,1.7836,82.4369,1.7945,4554
Mining Area,16707,6845,5591,6649,4713,4317,82.4982,1.8072,82.5538,1.8325,83.6622,1.9966,81.8644,1.582,83.7472,2.0153,5647,5489,3943,2168,3621,586.6273,585.4727,588.1589,590.7948,589.3799,0.9467,0.9539,0.8151,0.6493,0.916,2505,3268,1049,32.47,54.64,20.1,58.95,29.6,46.01,4.89,50.1,81.8644,1.582,81.935,1.5854,2645,83.7472,2.0153,83.8777,2.0375,4316
Mining Expedition,16707,6385,5235,6180,2577,1711,81.1903,1.5125,81.2945,1.5414,81.1021,1.638,79.4863,1.5472,79.9509,1.535,5184,5024,2090,912,1366,584.1574,583.3371,582.6802,579.6933,580.4839,0.8262,0.8326,0.4934,0.2769,0.664,951,1079,632,7.29,3.44,-33.89,-21.87,0.49,10.15,1.26,-0.17,79.4863,1.5472,79.2354,1.5491,1151,79.9509,1.535,79.8364,1.5348,1710
Mining Rights,16707,6560,5407,6359,4430,4170,81.5549,1.6588,81.7267,1.6748,82.5056,1.8273,80.9893,1.4473,82.4682,1.8149,5350,5197,3655,1939,3442,585.5779,585.0374,587.6483,583.7176,589.124,0.9762,0.9816,0.8412,0.6558,0.9413,2337,3100,1070,15.93,31.51,1.28,32.24,13.83,29.08,-9.67,29.18,80.9893,1.4473,80.9942,1.4398,2393,82.4682,1.8149,82.542,1.8283,4169
Miranda Resort,16707,6191,5039,6055,3477,2842,81.9254,1.816,82.0479,1.8319,83.8942,2.1409,83.2834,2.1124,84.1834,2.1723,5072,4968,2917,1463,2399,582.6235,581.9876,581.4021,578.8646,581.5194,0.8926,0.8901,0.7,0.4694,0.8174,1563,1911,931,22.36,59.28,52.44,69.65,29.54,60.44,64.17,68.06,83.2834,2.1124,83.5523,2.1782,1750,84.1834,2.1723,84.4124,2.2171,2841
Mohole Area,16707,6999,5751,6782,3359,2396,81.4974,1.6765,81.5246,1.6837,82.3162,1.7583,80.0163,1.336,81.6202,1.643,5704,5529,2765,1120,1957,583.961,583.0745,583.5695,580.4451,584.836,0.9051,0.9329,0.3317,0.3533,0.7133,1269,1989,407,11.89,27.72,-20.88,14.95,14.72,22.18,-22.91,11.54,80.0163,1.336,79.8859,1.3074,1401,81.6202,1.643,81.6778,1.6519,2395
Moss,16707,6991,5728,6898,4445,3972,80.9612,1.5563,80.9365,1.559,82.6772,1.8139,82.6051,1.741,82.571,1.8028,5660,5583,3675,2047,3283,587.1612,586.8394,587.6553,587.5295,586.8487,0.9341,0.9329,0.8073,0.5758,0.8936,2311,2849,1123,0.13,34.94,36.21,34.47,2.25,27.74,22.1,27.97,82.6051,1.741,82.7405,1.7575,2474,82.571,1.8028,82.6536,1.8162,3971
Natural Preserve,16707,7207,5951,6990,4064,3416,82.1007,1.7473,82.2175,1.7742,83.8091,2.013,83.5459,1.9524,83.818,2.0563,5917,5747,3406,1748,2869,588.1815,587.5619,589.4525,586.3941,589.0433,0.9583,0.9675,0.5371,0.4887,0.8406,1999,2771,645,25.75,57.58,57.33,61.14,23.77,47.65,45.58,55.02,83.5459,1.9524,83.7967,1.9923,2086,83.818,2.0563,83.9871,2.0867,3416
Nitrite Reducing Bacteria,16707,6677,5519,6476,1625,594,81.294,1.6657,81.3928,1.6771,83.7538,2.2542,80.5906,1.9951,81.0907,1.9624,5428,5271,1361,283,482,585.5723,584.603,575.7551,551.3778,555.4057,0.7102,0.7635,0.2159,0.0917,0.3655,250,339,255,9.25,56.47,-10.65,4.29,14.06,71.77,71.92,56.96,80.5906,1.9951,80.3977,2.2557,352,81.0907,1.9624,81.1448,2.1061,593
Nitrogen-Rich Asteroid,16707,6661,5393,6505,5998,5411,82.9305,1.8433,82.9977,1.8501,83.3611,1.8556,82.5779,1.5886,83.8507,1.9139,5524,5399,5000,3133,4543,582.2755,581.756,583.3413,581.942,584.0752,0.9195,0.9239,0.8316,0.8318,0.9021,3485,4236,1175,41.35,48.62,34.7,60.57,31.36,31.91,5.48,39.14,82.5779,1.5886,82.6649,1.5913,3790,83.8507,1.9139,83.9586,1.9279,5411
Nitrophilic Moss,16707,6830,5575,6748,4415,3778,80.5564,1.4587,80.6017,1.4624,81.5402,1.5622,80.3504,1.4352,81.3439,1.528,5502,5439,3600,1916,3074,586.3057,586.2165,586.1334,580.5624,584.6294,0.9241,0.9247,0.7055,0.5599,0.8557,2205,2798,980,-6.57,12.2,-12.57,8.71,-7.41,2.57,-10.98,-0.9,80.3504,1.4352,80.3018,1.4267,2385,81.3439,1.528,81.3658,1.5275,3778
Noctis City,16707,6480,5310,6276,4809,3884,81.2654,1.6401,81.1504,1.6225,81.2851,1.6579,79.4358,1.3072,80.408,1.5397,5266,5093,3909,2195,3122,582.8134,581.8607,582.0774,584.1117,581.3983,0.8305,0.8373,0.7258,0.6189,0.8077,2298,2955,929,4.41,7.1,-32.05,-10.98,8.6,12.14,-24.59,0.34,79.4358,1.3072,79.3278,1.2906,2766,80.408,1.5397,80.3811,1.5399,3883
Noctis Farming,16707,6927,5697,6826,4940,4480,81.204,1.4946,81.2042,1.4985,81.8623,1.6103,80.872,1.4029,81.4928,1.4955,5625,5543,4044,2422,3652,587.3941,587.341,592.0038,590.6648,593.131,0.9242,0.9276,0.8547,0.6563,0.9069,2768,3281,1200,5.48,18.64,-1.24,11.76,-3.8,7.38,-14.25,-4.28,80.872,1.4029,80.8681,1.394,2995,81.4928,1.4955,81.5179,1.4937,4479
Nuclear Power,16707,6796,5550,6566,2304,1149,80.6504,1.4008,80.6275,1.398,81.1198,1.5729,80.4682,1.6897,79.382,1.4102,5481,5294,1869,605,909,584.5266,583.9362,582.7569,572.5206,575.456,0.7543,0.7857,0.2337,0.175,0.4987,568,869,280,-6.05,3.79,-11.7,-36.36,-13.85,3.64,19.39,-14.83,80.4682,1.6897,80.3453,1.7304,752,79.382,1.4102,79.1123,1.3882,1148
Nuclear Zone,16707,7060,5755,6872,5422,4976,83.7252,1.9126,83.862,1.9497,85.2084,2.1553,84.5323,1.9989,85.6619,2.2553,5911,5763,4620,2801,4272,584.7477,584.0958,585.8196,585.3371,586.3461,0.9525,0.961,0.7837,0.7241,0.9177,3148,3940,1036,58.64,85.57,76.41,98.44,41.32,61.88,49.04,74.77,84.5323,1.9989,84.7504,2.0269,3304,85.6619,2.2553,85.8521,2.2842,4975
Olympus Conference,16707,6529,5325,6335,5166,4911,82.5701,1.7151,82.5572,1.7124,83.9528,1.9071,83.6424,1.811,83.9143,1.9105,5391,5230,4337,2687,4127,585.038,584.4044,585.6496,583.3915,585.2083,0.9563,0.961,0.9163,0.7752,0.9506,3066,3816,1095,32.54,60.45,57.63,62.11,17.59,37.06,29.16,38.92,83.6424,1.811,83.8116,1.8281,3206,83.9143,1.9105,84.0358,1.9257,4911
Open City,16707,6760,5564,6563,3762,2613,81.8935,1.6399,81.8071,1.6179,82.3764,1.7228,81.5911,1.636,80.514,1.4604,5536,5369,3099,1913,2103,584.8587,583.9587,590.235,592.6415,589.6051,0.7179,0.7128,0.6575,0.3981,0.6946,1682,1797,816,17.54,28.93,14.35,-8.96,8.14,18.63,10.8,-8.19,81.5911,1.636,81.6475,1.6445,2342,80.514,1.4604,80.4822,1.4546,2613
Optimal Aerobraking,16707,7086,5812,6914,5519,5136,82.7124,1.7656,82.7596,1.7754,84.5987,2.0178,84.2052,1.9101,85.0423,2.1221,5861,5722,4669,2899,4376,583.9622,583.2346,583.2738,579.9173,582.3917,0.9531,0.9598,0.8401,0.7428,0.9306,3274,4006,1130,36.59,73.37,69.32,85.45,23.89,48.13,39.54,60.84,84.2052,1.9101,84.3959,1.9319,3435,85.0423,2.1221,85.2025,2.1449,5135
Ore Processor,16707,6926,5682,6720,1758,603,81.3601,1.6028,81.4286,1.6161,83.9022,2.2139,80.9169,1.9956,81.178,2.0537,5635,5472,1475,373,490,584.1263,583.0543,577.9863,566.3601,568.524,0.7245,0.7517,0.1418,0.0897,0.343,334,436,167,9.97,59.44,-0.38,6.61,7.96,67.74,65.87,68.9,80.9169,1.9956,80.9111,2.1952,460,81.178,2.0537,81.2604,2.2255,602
Permafrost extraction,16707,6994,5729,6789,3365,2427,81.67,1.6161,81.7499,1.617,82.2585,1.592,81.6049,1.4635,83.0552,1.6511,5712,5550,2768,1631,2020,583.6842,583.0327,587.0449,588.0676,587.9885,0.8142,0.8109,0.5609,0.3575,0.7212,1626,1750,677,16.4,26.57,14.85,46.0,8.05,5.55,-8.03,12.4,81.6049,1.4635,81.6725,1.4562,1997,83.0552,1.6511,83.2303,1.6605,2427
Peroxide Power,16707,7013,5760,6833,3078,1969,81.0067,1.4579,81.0918,1.4731,81.2541,1.5182,80.22,1.3639,79.6617,1.2524,5681,5541,2501,1027,1566,585.672,585.1834,586.2459,581.397,587.1519,0.8175,0.8405,0.3371,0.2882,0.6397,1048,1555,414,3.23,6.48,-16.42,-27.95,-6.34,-1.83,-19.95,-31.3,80.22,1.3639,80.1092,1.337,1282,79.6617,1.2524,79.5328,1.2235,1968
Pets,16707,6387,5257,6163,2773,2204,80.7265,1.5417,80.675,1.5455,81.3199,1.6816,80.4883,1.8112,81.5666,1.8242,5156,4972,2255,1035,1799,583.1049,581.9375,580.3509,575.0521,578.6316,0.9363,0.935,0.6245,0.3576,0.7948,1205,1425,780,-5.1,7.8,-10.21,13.88,0.9,14.51,31.74,31.38,80.4883,1.8112,80.4196,1.8539,1286,81.5666,1.8242,81.6243,1.8503,2204
Phobos Space Haven,16707,5941,4893,5788,2692,1839,80.643,1.6597,80.5805,1.674,80.5721,1.6887,78.1083,1.4457,78.2179,1.3327,4791,4664,2169,934,1433,584.7204,584.1669,580.6605,573.8446,575.7308,0.8379,0.8455,0.5077,0.3177,0.6831,1008,1182,657,-6.99,-7.16,-65.82,-60.15,13.75,15.22,-10.59,-22.6,78.1083,1.4457,77.6392,1.4306,1203,78.2179,1.3327,77.9228,1.3105,1838
Physics Complex,16707,6396,5195,6199,2315,1210,81.3008,1.6323,81.4164,1.6658,83.4989,2.0631,81.8893,1.9251,82.8268,2.093,5200,5047,1933,829,1006,586.144,585.3462,585.6069,583.205,578.9802,0.7119,0.7107,0.3486,0.1952,0.5227,719,791,419,9.73,51.38,22.98,44.21,12.93,52.66,46.55,64.86,81.8893,1.9251,82.0792,2.002,1010,82.8268,2.093,83.1405,2.1851,1209
Plantation,16707,6860,5656,6768,4979,4243,80.8455,1.443,80.9102,1.4502,81.5425,1.5218,82.1109,1.6261,81.811,1.5819,5546,5476,4060,2400,3473,587.0462,586.9954,590.1755,589.5366,590.856,0.8764,0.8806,0.785,0.6269,0.8522,2559,3082,1161,-0.4,12.25,25.23,18.45,-8.63,-1.47,9.57,4.75,82.1109,1.6261,82.1918,1.6322,2919,81.811,1.5819,81.8525,1.584,4242
Power Grid,16707,6722,5517,6529,1452,240,79.9762,1.3361,79.9357,1.3304,80.7851,1.5579,81.1475,1.6742,81.1046,1.4075,5376,5219,1173,196,195,585.1738,584.5966,577.0723,558.2241,571.4792,0.5228,0.5346,0.0847,0.0368,0.1653,126,139,101,-19.89,-2.9,7.95,6.4,-20.61,2.14,25.19,-23.65,81.1475,1.6742,81.3278,1.7884,241,81.1046,1.4075,81.25,1.3,240
Power Infrastructure,16707,6914,5682,6706,1685,795,80.9662,1.5849,81.0916,1.6323,85.2226,2.4985,83.8965,2.2437,84.3075,2.3118,5598,5438,1436,438,677,585.0094,584.2074,581.3739,586.5592,580.9006,0.7592,0.763,0.3345,0.1186,0.4718,391,412,383,3.23,85.85,82.37,84.54,9.58,96.2,98.19,97.04,83.8965,2.2437,85.0485,2.5184,515,84.3075,2.3118,85.1572,2.5069,795
Power Plant,16707,7009,5771,6803,3566,2793,81.5095,1.5668,81.5082,1.5705,82.0808,1.7978,79.1749,1.3811,81.3184,1.6948,5713,5545,2927,1291,2272,587.2288,586.6866,587.4764,586.3535,588.1017,0.8893,0.9088,0.5503,0.4106,0.7832,1454,2103,689,11.56,23.01,-39.4,8.32,3.4,26.13,-17.44,16.96,79.1749,1.3811,78.9602,1.3621,1635,81.3184,1.6948,81.3462,1.7061,2793
Power Supply Consortium,16707,6640,5492,6460,2822,1856,80.9488,1.5239,80.9907,1.533,81.1836,1.5046,79.991,1.412,81.4621,1.5989,5375,5232,2291,1058,1513,586.408,585.8012,585.859,575.3992,582.875,0.7879,0.7851,0.485,0.2873,0.6577,1044,1275,581,1.21,5.07,-21.62,11.79,-0.35,-3.19,-14.33,6.91,79.991,1.412,79.8491,1.3932,1324,81.4621,1.5989,81.5194,1.6056,1855
Predators,16707,6936,5751,6706,3516,1514,81.7186,1.5675,81.8372,1.5938,81.1149,1.4494,79.9668,1.2538,74.8465,0.6327,5668,5488,2852,1619,1121,587.1789,586.1482,594.3231,595.2585,592.4974,0.4652,0.4575,0.3805,0.2258,0.4306,943,1050,465,18.14,3.7,-21.17,-137.76,5.73,-8.71,-31.06,-102.33,79.9668,1.2538,79.8717,1.2259,2027,74.8465,0.6327,74.0423,0.5132,1513
Protected Habitats,16707,6567,5368,6384,4797,4484,79.8995,1.3307,79.9499,1.3416,78.9452,1.1209,78.2742,1.1472,79.0748,1.126,5247,5104,3787,2094,3542,585.0539,584.247,583.9758,582.6182,583.9915,0.9791,0.9808,0.8174,0.7024,0.9348,2626,3378,1106,-19.6,-39.7,-57.08,-38.76,-19.49,-41.56,-41.83,-42.88,78.2742,1.1472,78.0761,1.1182,2681,79.0748,1.126,78.992,1.1077,4483
Protected Valley,16707,6877,5660,6783,4693,3969,82.1579,1.707,82.3087,1.7348,82.8255,1.8451,82.0841,1.6868,83.0861,1.8761,5650,5583,3887,2180,3302,586.3612,586.0133,591.3463,590.7652,594.5281,0.9031,0.916,0.6775,0.5851,0.8457,2396,3032,937,27.57,37.91,24.82,45.29,19.83,30.86,16.16,35.67,82.0841,1.6868,82.1711,1.6981,2653,83.0861,1.8761,83.1948,1.8932,3968
Psychrophiles,16707,6300,6300,6129,3126,2531,81.5556,1.3467,81.7425,1.364,83.5893,1.6695,82.92,1.5704,83.9201,1.7412,5138,5010,2613,1237,2130,607.9968,607.6903,606.1785,603.5857,607.0537,0.959,0.9715,0.4584,0.413,0.8097,1426,2079,452,16.25,53.18,45.15,64.53,-17.25,13.3,3.85,22.09,82.92,1.5704,83.1876,1.575,1487,83.9201,1.7412,84.1565,1.7574,2530
Quantum Extractor,16707,6666,5416,6461,4461,3778,81.7882,1.6625,81.7675,1.6658,83.5687,1.9496,82.7534,1.9066,84.4107,2.0695,5452,5283,3728,2070,3196,583.9113,583.0658,581.6573,574.4706,579.5005,0.8919,0.8885,0.7423,0.5847,0.8469,2227,2836,942,16.75,52.77,39.39,73.3,12.93,41.31,39.98,56.12,82.7534,1.9066,82.8995,1.9363,2496,84.4107,2.0695,84.595,2.0977,3778
Rad-Chem Factory,16707,6465,5287,6258,3372,2734,80.8662,1.4422,80.8725,1.4444,81.9988,1.5792,81.3533,1.5779,81.3177,1.4558,5228,5061,2765,1549,2224,586.3086,585.3218,586.7918,587.0194,586.8676,0.8408,0.8497,0.7429,0.4369,0.8108,1600,1821,913,-1.15,21.37,9.35,8.32,-9.21,4.27,4.57,-8.66,81.3533,1.5779,81.3978,1.5822,1902,81.3177,1.4558,81.346,1.4499,2734
Rad-Suits,16707,6452,5236,6261,1879,1363,80.2542,1.4995,80.3546,1.5229,82.0649,1.8116,80.0322,2.0883,81.2451,1.8031,5178,5031,1542,492,1108,583.5375,582.4571,578.818,569.0389,574.3962,0.8298,0.8349,0.6669,0.2177,0.7254,512,546,817,-11.51,22.7,-23.79,7.22,-1.36,27.51,73.09,30.58,80.0322,2.0883,79.7407,2.2674,616,81.2451,1.8031,81.2913,1.8423,1362
Regolith Eaters,16707,6563,5416,6352,1609,504,80.5272,1.474,80.5416,1.4794,80.174,1.3978,75.065,1.0493,76.6847,1.2618,5285,5116,1290,254,378,585.8254,584.9197,578.596,564.4972,557.1865,0.6949,0.7303,0.1538,0.0793,0.3132,246,325,179,-7.77,-15.12,-183.57,-118.6,-5.71,-13.87,-76.25,-38.37,75.065,1.0493,71.7514,0.774,354,76.6847,1.2618,75.0,1.1528,504
Release of Inert Gases,16707,6280,5153,6083,1864,1053,80.4459,1.5967,80.5524,1.6262,82.0815,1.9742,80.4309,2.0589,79.6377,1.6571,5052,4900,1530,484,836,585.6592,584.7832,572.7151,557.8292,562.9829,0.7562,0.7849,0.432,0.1731,0.5649,456,551,502,-7.55,23.03,-13.3,-30.76,8.97,43.77,69.57,14.35,80.4309,2.0589,80.2653,2.2322,603,79.6377,1.6571,79.3922,1.68,1053
